PubChem_CID,Structure_SMILES
1760285,O=c1[nH]c2cc(CN3CC=C(c4ccccc4)CC3)ccc2c2ccccc12
130919,O=C1NC2CCc3nc4ccccc4c(=O)n3C2=Nc2ccccc21
135564570,COc1ccc(-c2nc3ccc(C4=NNC(=O)CC4C)cc3[nH]2)cc1
10865444,CC(C)CC1NC(=O)C(Cc2ccccc2)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC1=O
124081309,CC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)C(=O)N(C)C1c1ccc(C#N)cc1C(=O)NC1CCN(C)CC1
58449436,COC(=O)NC(C(=O)N1CCOCC1c1ncc(-c2cc(F)c(N3CCC(c4cnc(C5CCCN5C(=O)C(NC(=O)OC)c5ccccc5)[nH]4)CC3)c(F)c2)[nH]1)c1ccccc1
177336,CC(C)CNC(=O)c1ccc(NC(=O)NC2C3CC4CC(C3)CC2C4)cc1
9906800,O=c1[nH]c(CCCN2CCc3c([nH]c4ccccc34)C2)nc2ccccc12
2738508,Cc1cc(C(=O)N2CCN(C(c3ccccc3)c3ccccc3)CC2)nn1C
132100639,N#CCC1(n2cc(C(N)=O)c(NC(=O)C3CC3C#N)n2)CCN(Cc2ccc(-c3ccccc3)cc2)CC1F
11259059,CCCn1c(=O)c2[nH]c(C34CC5CC(CC3C5)C4)nc2n(CCc2ccc(N)cc2)c1=O
11678922,O=C(NC(Cc1ccc2ccccc2c1)C(=O)NC1CCCN(S(=O)(=O)c2ccccn2)CC1=O)c1cccc2ccccc12
54732971,Cc1cc(CNC(=O)c2nc3n(c(=O)c2O)CC2CCC3(NC(=O)C(=O)N(C)C)CC2)ccc1F
44237053,CCC(N)C(=O)NC1C(=O)N2C(CCC1CN(CC)CC)CCC2C(=O)NC(c1ccccc1)c1ccccc1
9864325,O=C1CC2(CCCC2)CC(=O)N1CCN1CCN(c2ccccc2F)CC1
5329246,CCN(CC)CC(O)CNC(=O)c1cc(C)c(C=C2C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1
156906024,Cc1cc(C(=O)NCC(=O)N2C(c3cccc(F)c3)CCC2C(C)(C)C#N)ccc1CC1CC(C)NNC1=O
156906131,CCC1(CO)CCC(c2cccc(F)c2)N1C(=O)CNC(=O)c1ccc(CC2CC(C)NNC2=O)c(C)c1
124221323,O=C1NNC(Cc2ccc(F)c(C(=O)N3CCN(c4ncncn4)CC3)c2)C2NCCCC12
10718220,O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCc2cccc(-n3cccn3)n2)CC1
9806229,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1C#CC(C)(C)N1CCN(C)CC1
24856363,O=C(CN1CCC(Cc2ccccc2)CC1)c1c[nH]c2cc(O)ccc12
3087086,O=c1[nH]c2ccccc2c(=O)n1CCC1CCN(Cc2ccccc2)CC1
9864323,O=C(c1cccnc1-c1ccncc1)N1CCC(O)(Cc2ccccc2)CC1
56951457,CCn1c(=O)c(-c2cc(C(=O)NC3CC3)ccc2C)cc2nnc(-c3c(F)cccc3Cl)n21
86295667,CNc1nc(-c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2C)cc(N2CCOCC2)n1
11593027,NC(CSSCC(N)C(=O)N1CCn2cc(-c3ccccc3)nc2C1CC1CCCCC1)C(=O)N1CCn2cc(-c3ccccc3)nc2C1CC1CCCCC1
44259,Cn1ccc2ccc3c4[nH]c5c(CCCN6CCOCC6)cccc5c4c4c(c3c21)C(=O)NC4=O
135434989,NS(=O)(=O)c1ccc(N=Nc2c(O)[nH]c3ccc(C(=O)NCc4ccncc4)cc23)cc1
24822449,CC(C)C(CN1CCC(C)(c2cccc(C(N)=O)c2)C(C)C1)NC(=O)C1Cc2ccc(O)cc2CN1
71166,CC(=O)Nc1ccc(-c2nnc3c4ccccc4c(N4CCCC4)nn23)cc1
10767268,COc1nccc(-c2ccc(S(=O)(=O)NC3CCN(Cc4cccc(C(=N)N)c4)C3=O)s2)n1
53438230,CC(=O)c1ccc(N2CCN(C(=O)c3cc([N+](=O)[O-])ccc3N3CCOCC3)CC2)c(F)c1
44608915,O=S(=O)(Nc1cc(-c2ccc3nccc(N4CCOCC4)c3c2)cnc1Cl)c1ccc(F)cc1
3076819,O=C(C#CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
73777259,Cc1ccc(-c2ncc(C(=O)NN3CCCCC3)nc2-c2ccc(C)cc2)cc1
71115281,CC1(C)OC(=O)c2ccc(-c3ccc(CC(C#N)NC(=O)C4NC5CCC4C5)c(F)c3)cc21
132427684,CNC(=O)CC1C(=O)N(C2CCN(C3CCC(C(C)C)CC3)CC2)c2ccccc21
22633,COc1ccc2c(c1)c(CC(N)=O)c(C)n2C(=O)c1ccc(Cl)cc1
44283398,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCCOC(=O)C2=C(C)NC(C)=C(C(=O)OCC)C2c2cccc([N+](=O)[O-])c2)C1c1cccc([N+](=O)[O-])c1
9845742,CCN1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(F)c2)CC1
46205968,NC1=NC(c2ccncc2)(c2cccc(-c3cncnc3)c2)c2cccc(F)c21
10298752,CC(C)C(NC(=O)Cn1c(-c2ccc(F)cc2)ncc(N)c1=O)C(=O)c1nnc(C2(C)CC2)o1
44378077,Nc1cc(F)ccc1C(=O)CCCN1CCC2C(C1)c1cccc3c1N2CCCS3
52951990,NS(=O)(=O)c1ccc(-n2nc(CCCNC(=O)Nc3ccc(C(F)(F)F)cc3)cc2-c2ccccc2)cc1
91895734,CC(c1ccc(-c2cc(F)c(=O)n(C)c2)cc1)C([NH3+])C(=O)N1CCC(F)C1
6918714,NC(=S)c1c(-c2ccc(F)cc2)n2c3c(cccc13)C(=O)NCC2
9953065,CN(C)CCNC(=O)c1cccc2c(N)c3ccccc3nc12
462983,CN(c1nc(F)ccc1NC(C)(C)C)C1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
57496611,COc1cc(C(=O)N2CCC3(CC2)CC(=O)c2c(cnn2C(C)C)C3)cc(-c2ccc(C(=O)O)cc2)n1
77547250,O=C(NC1NNC2CCC(c3nnn(Cc4ccccc4)c3C3CC3)CC21)c1cccc(F)c1
5484402,CN(Cc1nc2c(N)nc(N)nc2[nH]c1=O)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
463550,CCN1c2ncccc2C(=O)N(C)c2ccc(N3CCCCC3)nc21
25023856,CC(CN1CCC2(CC1)C(=O)NCC2c1ccc(F)cc1)NC(=O)c1cnc2ccccc2c1
91895729,Cc1c(-c2ccc(C(C)C([NH3+])C(=O)N3CCC(F)C3)cc2)ccc(=O)n1C
474611,O=C1CN(C(=O)c2ccccc2)C2(CCCCC2)C(=O)N1C1CCCCC1
135401477,CCCn1c(=O)c2[nH]c(-c3ccccc3)nc2n(CCC)c1=O
9886593,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(N3CCOCC3)nncc2c1
118591386,COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1
73073,COC(=O)C1=COC(C)C2Cn3ccc4c5ccccc5nc-4c3CC12
513995,CC(C)CN(C(CO)CCCCNC(=O)C(NC(=O)c1ccccn1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1
11826299,N=C(N)c1cccc(CNC(=O)c2cc3cc(N)ccc3n2Cc2cccc(C(=N)N)c2)c1
24937877,CONC(=O)c1cn(-c2ccc3c(c2)CCC3)c2nc(Nc3ccc(CCN4CCOCC4)cc3)ncc2c1=O
10481477,CCN(CCCN1CCC2(CC1)OCc1ccccc12)C(=O)C(c1ccc(F)c(F)c1)N1CCCC1=O
59226518,CC1CN(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)c(F)cc2N)CC(N)C1O
11710573,Nc1ccccc1NC(=O)c1ccc(-c2ncc(CN3CCC3)cc2F)cc1
124221272,O=C1NNC(Cc2ccc(F)c(C(=O)N3CCN(C(=O)N4CCCC4)CC3)c2)C2NCCCC12
44268613,O=C(NCCN1CCN(C2CCCc3ccccc32)CC1)c1ccccc1
72548437,CC(=O)NC1C(C)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC1N
9945164,O=C(CN1CCCCC1)N1CCc2c([nH]c(=O)c3ccccc23)C1
223985,O=c1[nH]nc(Cc2ccc3c(c2)OCO3)c2ccccc12
447731,Cc1c(-c2ccccc2)[nH]c(=O)n1C1CCN(Cc2cccc(C#N)c2)CC1
121373418,CC(=O)N1CCc2c(c(N3CCCc4cc(-c5cnn(C)c5)c(C(F)F)cc43)nn2C2CCOCC2)C1
10573581,CCC(=O)N1CCC(NC(=O)NC23CC4CC(C)(CC(C2)c2ccccc24)C3)CC1
86268622,COCCOCCOCC#Cc1cccc2nc(Cn3nc(-c4cc(O)cc(F)c4)c4c(N)ncnc43)n(Cc3ccccc3C(F)(F)F)c(=O)c12
71543230,Cc1cc(Nc2nc(NC3CCOCC3N)nnc2C(N)=O)cc2cn(C(C)(C)C)nc12
118436056,CC(C)(C)OC(=O)N1CCC(C)(N2CCc3c(-c4cnc(N)nc4)nc(N4CCOCC4)nc32)C1
44300087,COCC1=C(C(=O)OC)C(c2ccc(F)c(F)c2)N(C(=O)NC2CCC(N3CCC(c4ccccc4C#N)CC3)C2)C(=O)N1
129073603,COC1(C(=O)NC(C)c2ccc(-n3cc(F)cn3)nc2)CCC(c2nc(C)cc(Nc3cc(C)[nH]n3)n2)CC1
3045375,CCOC1CCN(C(=O)c2cc(-c3ccccc3)c(=O)n3c2-c2cc(Cl)ccc2CC3)C1
5330026,Cc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN(C)C)cccc2-3)s1
11234049,Cn1nnc(-c2ccc(-c3ccc(N4CC(CO)OC4=O)cc3F)cn2)n1
10624680,Cc1nnc(-c2ccc(-c3ccc(C(=O)Nc4ccc(O)c(N5CCN(C)CC5)c4)cc3)c(C)c2)o1
10715591,CCOC(=O)c1ncn2c1C1CCN1C(=O)c1cc(C#C[Si](C)(C)C)ccc1-2
11744644,CNC(=O)c1cc(-c2ccc(F)cc2)cc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)c1N
5464201,CCC(C)C(NC(=O)C(CC(O)C(CC(C)C)NC(=O)C(Cc1cnc[nH]1)N(C)C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)OC(C)(C)C)C(C)C)C(=O)NCc1ccccn1
5329231,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C
58449826,COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2cc(F)c(N3CCC(c4cnc(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)CC3)c(F)c2)[nH]1)C(C)C
16099861,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(CN5CCOCC5)cc4)c3)cc21
56968932,CC1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cc2c(ccnc2F)C(N)=N1
135905473,COc1c(OCC(O)CN2CCOCC2)ccc2c3n(c(=NC(=O)c4cccnc4C)nc12)CCN3
3036904,O=C(Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1O)c1ccccc1
90055863,CC1CC(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC(N)C1S(=O)(=O)CCO
72550499,Cc1cc(F)c(-c2nc(C(=O)Nc3cnccc3N3CC(C)C(C#N)C(N)C3)ccc2F)c(F)c1
44256277,CC1CN(Cc2ccc3nccnc3c2)CC1c1nc2c(cnn2C2CCCC2)c(=O)[nH]1
23629645,COC(=O)C1CCN(C(=O)c2ccc(N(C)Cc3cnc4nc(N)nc(N)c4n3)cc2)CC1
10000434,CN(C)CCNc1cc(-c2ccc(N3CCN(C)CC3)cc2)nc2ccccc12
53355697,CCC(C)C1NC(=O)C(Cc2ccccc2)n2c1nc1c(c2=O)C=CC=CO1
9844057,CN1CCC(c2ccn3c(-c4ccnc(N)n4)c(-c4ccc(F)cc4)nc3c2)CC1
118034891,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(CCO)CC1
9826055,CC(=NO)C(=O)N1CCN(c2nc(Nc3ccc(Cl)cc3)c3c(n2)C(=O)N(C(C)C)C3)CC1
10217706,Cc1noc(-c2c(F)cccc2-c2ccc(C(C)NC(=O)C3(NC(=O)C(F)(F)F)CC3)c(F)c2)n1
11292933,Cc1ccc2c(N3CCN(CCc4cccc(N5CCNC5=O)c4)CC3)cccc2n1
484578,Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCN(C(C)c3ccc(S(C)(=O)=O)cc3)C(C)C2)CC1
59226398,CCc1ccc(F)c(-c2cccc(C(=O)Nc3cnccc3C3CC(C)C(O)C(N)C3)n2)c1F
44294569,COc1ccc2ccc(C(=O)N3CCC4(CC3)Cc3cn(C(C)(C)C)nc3C(=O)N4)cc2n1
10215,O=C1C(c2[nH]c3ccccc3c2O)=Nc2ccccc21
6539275,CC(C)C(NC(=O)c1ccccn1)C(=O)NC(Cc1ccccc1)C(O)CNC(Cc1cccc(-c2cccc(N)c2)c1)C(N)=O
73347009,CNC(Cc1c(C)cc(O)cc1C)C(=O)N1Cc2ccccc2CC1C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O
118112903,O=C(NCc1ccccc1C(F)(F)F)c1ccc(CN2CCN(C(=O)c3ccccn3)CC2)s1
70656307,CC1CC(c2ccncc2NC(=O)c2nc(-c3c(F)cccc3F)ncc2N)CC(O)C1(O)CF
491941,Cc1nc(N(C)C(=O)Cc2ccc(-c3ccccn3)cc2)sc1S(N)(=O)=O
44311129,CCCCCCc1ccc(-c2ccc(C(=O)N3CCN(C(=O)N4C(=O)C(CC5CCNCC5)C4C(=O)O)CC3)cc2)cc1
5330332,CC(C)n1cnc2c(NCc3ccccc3)nc(C#CC3(O)CCCCC3)nc21
68181954,Cc1nc(N)ccc1CNC(=O)Cn1c(C)cnc(NCCc2ccccc2)c1=O
155598377,Cn1c2c(c3ccccc31)CCN(Cc1ccc(C(=O)NO)cc1F)C2
11192346,Cc1ccc(C(=O)Nc2ccc(CN3CCN(CCO)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc(C(N)=O)n1C
10481912,CCNC(=O)C1OC(n2cnc3c(NCc4cccc(I)c4)ncnc32)C(O)C1O
137499231,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(F)cc2N1
11567867,CN1CCN(c2cccc(C(=O)c3cnn(-c4ccc(F)cc4)c3N)c2)CC1
9954905,Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)cn1
154005,O=C1NC(=O)C(Cc2ccc(OCCn3ccc4ccccc43)cc2)S1
10720773,O=C(O)CC(NC(=O)C1CCCN(C(=O)CCC2CCNCC2)C1)c1cncc(CCc2ccccc2)c1
25093354,O=C(c1ccc2[nH]ccc2c1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
12805021,Cc1ccc2nc(-c3ccc(C(=O)O)cc3)c(CC(=O)N(C)C)n2c1
14966970,O=C(Nc1cc(-c2ccccc2)ccc1N1CCNCC1)c1cccc2ccccc12
10111728,Cc1cccc2c(CN(C)C(=O)C=Cc3cnc4c(c3)CCC(=O)N4)c(C)n(C)c12
10216071,O=c1[nH]c2ccc(CCCN3CC=C(c4ccccc4)CC3)cc2c2ccccc12
11305056,CC(C(=O)NCCC(F)(F)F)C(=O)NC1C(=O)N(C)c2ccccc2-c2ccccc21
8889263,Cc1ccc(S(=O)(=O)N2CCN(C(=O)c3cc(-c4ccccc4)n[nH]3)CC2)cc1
162366965,FC(F)c1cncc(-c2ccc3ncc4nnc(C5=CCCOCC5)n4c3c2)c1
44295739,COC(=O)CCC(=O)Nc1ccc2c(c1)C(=O)C(=O)c1cc(NC(=O)CCC(=O)OC)ccc1-2
72549370,COC(=O)NC1C(C)CN(c2ccncc2NC(=O)c2ccc(F)c(-c3c(F)cccc3F)n2)CC1N
57398978,Cc1ccc(S(=O)(=O)N2C=CNC(=O)C2CC(=O)NC2CCCc3cc(CN(C)C)ccc32)cc1
507940,CC(C)C(NC(=O)Cn1c(-c2ccc(F)cc2)ncc(N)c1=O)C(=O)c1nnc(-c2ccccc2)o1
135800109,Nc1nc2[nH]c(CCCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cc2c(=O)[nH]1
25218616,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cc(F)cc(F)c2C(N)=O)c2cc[nH]c2n1
25122604,O=C1CCCC(=O)N1c1cc(Cc2n[nH]c(=O)c3c2NCCC3)ccc1F
131704492,C=CC(=O)Nc1cccc(C(=O)Nc2ccc(NC(=O)c3cccc(-c4ccn[nH]4)n3)cc2)c1
90456569,Cn1cc(-c2cc(NC(=O)c3cccc(C(F)F)c3)ccc2Cl)cc(N2CCOCC2)c1=O
9957918,CC(Nc1nccc(-n2c(-c3ccc(F)cc3)nc3nc(N4CCN(C)CC4)ccc32)n1)c1ccccc1
44431842,Cc1cc(Cc2ccc(C(=O)NC3CN(C(=O)OC(C)(C)C)CC3C(=O)NO)cc2)c2ccccc2n1
130429734,C=CCn1c(=O)c2[nH]c(C3CCCCC3)nc2n(CC=C)c1=O
6918682,CN1CCN(c2cccc3c(S(=O)(=O)c4ccccc4)c[nH]c23)CC1
44266873,CN1CCN(C(=O)c2ccc(C(=O)NC3(C(=O)NCC#N)CCCCC3)cc2)CC1
18628693,Nc1ccccc1C(=O)CCCN1CCC2C(C1)c1cccc3c1N2CCCC3
135339724,CC(C)(O)Cn1ncc2cc(-c3ccc(C(=O)N4CCC(C)(N)C4)cc3-c3ccc(C#N)c(F)c3)c(F)c(F)c21
511304,O=C(CSc1nc2c(c(=O)n1-c1ccccc1)SCC2)Nc1ccc(-c2ccccc2)cn1
44318316,O=C(CCN1CCC(N2CCCC2)CC1)N1CCc2c([nH]c(=O)c3ccccc23)C1
22086973,Cc1nn(-c2ccc3onc(N)c3c2)c2c1CCN(c1ccc(-c3ccccc3CN(C)C)cc1)C2=O
25218486,NC(=O)c1ccccc1OCc1ccc(F)c(C(=O)N2CCNCC2)c1
137083648,CC1(C)Cc2nnc(=O)c3c(F)ccc4c3c2C(C1)N4
5331098,O=C1Nc2ccc(C(=O)O)cc2C1=Cc1[nH]cc2c1CCNC2=O
54684193,CC1(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2CCN1CC(=O)N1CCOCC1
10162155,Cc1nn(C)c2ncc(C(=O)NO)c(N(C)S(=O)(=O)c3ccc(Oc4ccncc4)cc3)c12
464524,COc1ccccc1-c1c[nH]c2ncc(-c3cncc(C(=O)N(C)C)c3)cc12
5329567,NC(=O)Cc1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1
58368041,COCCn1nc(-c2ccccn2)cc1NC(=O)c1nc(C2CC2)ccc1Nc1cncnc1
11684611,NCC1CCC(C(=O)NC(Cc2ccccc2)c2nc(-c3ccc4c(N)n[nH]c4c3)c(Cl)[nH]2)CC1
115208,CC1Cc2ccccc2N1C(=O)CC1CCN(Cc2ccc([N+](=O)[O-])cc2)CC1
5329351,O=c1cc(-c2ccn3c(-c4ccccc4)cnc3c2)ccn1CCCN1CCCCC1
11598736,O=C(NCc1ccccc1C(F)(F)F)c1ccc(CN2CCN(C(=O)C3Cc4ccccc43)CC2)s1
202542,Cn1cc(NC(=O)c2cc(NC(=O)C3CCC(N)=N3)c[nH]2)cc1C(=O)NCCC(=N)N
56947354,FC(F)(F)c1ccnc(Nc2cccc(-c3cccc(N4CCNCC4)c3)n2)c1
16086059,O=C(NCC1CCCNC1)C1CCCN1C(=O)C1CC(O)CN1C(=O)CC(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1
513996,CC(C)CN(C(CO)CCCCNC(=O)C(NC(=O)c1cccnc1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1
89759653,CC1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)Cc2c(F)cncc2C(N)=N1
454977,CC(C)(C)OC(=O)CNC(=O)C(NC(=O)c1ccccc1-c1ccccc1)C1NC(C(=O)NCCNC(=O)C2NC(C(NC(=O)c3ccccc3-c3ccccc3)C(=O)NCC(=O)OC(C)(C)C)SC2(C)C)C(C)(C)S1
5330953,O=C(NCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc2ccccc2c1
5329410,O=c1ccc(-c2ccc3c(c2)ncn3-c2ccccc2)cn1CCN1CCCCC1
9871074,CC1CN(C(=O)c2cc3c(C(=O)C(=O)N(C)C)cn(C)c3cc2Cl)C(C)CN1Cc1ccc(F)cc1
11375776,NC(Cc1ccc(O)cc1)C(=O)N1Cc2ccccc2CC1c1nc(-c2ccccc2)c(Br)[nH]1
15006458,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(C(F)(F)F)cc23)CC1
71230806,CC1CC1(NC(=O)C1CC(=O)NC(N(C)C)N1)c1ccc(C(F)(F)F)cc1
11518389,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1
9953906,Nc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc(N)c1N1CCOCC1
473094,CCC1C(O)C(O)C(Cc2ccccc2)N(Cc2cccc(C(=O)Nc3nc4ccccc4[nH]3)c2)C(=O)N1Cc1cccc(C(=O)Nc2nc3ccccc3[nH]2)c1
10480380,NC(=O)C1(N)CCN(c2ncnc3c2nc(-c2ccccc2Cl)n3-c2ccc(Cl)cc2)CC1
11341479,Cc1ccc(S(=O)(=O)N2CCNC(=O)C2CC(=O)NC2CCCc3cc(CNCC(C)C)ccc32)cc1
3086599,CCNC(=O)C1OC(n2cnc3c(N)nc(NCCc4ccc(CCC(=O)O)cc4)nc32)C(O)C1O
139208789,CN1C(=O)CCc2c1ccc(C1NNCC1CC1CCN(C(=O)c3cnn(C)c3)CC1)c2F
53248885,Cc1ccc(S(=O)(=O)N2CCNC(=O)C2CC(=O)NC2CCCc3cc(CN4CCCCC4)ccc32)cc1
135426178,CN1C(=O)c2cccnc2N(C2CC2)c2nc(-c3cccnc3)ccc21
474604,O=C1CN(C(=O)c2ccccc2)C2(CCCC2)C(=O)N1C1CCCCC1
9928470,Clc1ccc2c(c1)C1=NCCN1c1c(-c3noc(C4CC4)n3)ncn1-2
49865286,O=C1NC(=O)C(CN2Cc3ccc(F)cc3C2=O)(c2ccc(-c3ccc4ncccc4c3)cc2)N1
5329639,CC(C)c1[nH]nc2c1C(=O)c1c(NC(=O)CN3CCC(CN)CC3)cccc1-2
455105,O=C1c2ccccc2C2(c3ccccc3)N1CCS2(=O)=O
9798973,Nc1nc(-c2nn(Cc3ccccc3F)c3ncccc23)ncc1C1CC1
400169,O=C(NNc1nc2cc(F)ccc2n2cccc12)c1cnccn1
67549086,CCn1nc(-c2cccc(-c3ccc(CC(=O)NCCN4CCCCC4)cc3)c2)cc(NC(=O)Nc2c(Cl)cncc2Cl)c1=O
16113377,Cc1ncc(-c2nc(Nc3ccc(C(=O)N4CCC(N(C)C)C4)cc3)ncc2F)n1C(C)C
118471483,Cc1cc(C2CCCN(C(=O)c3ccc4ccccc4c3)C2)n2ncnc2n1
56670429,Cn1ccc(C2CCNCC2C(=O)N(Cc2cn(Cc3cccc(F)c3)c3cccc(F)c23)C2CC2)cc1=O
15513852,CC(=O)N1C(C(=O)NCC(=O)O)CC(=O)c2ccccc2N(Cc2ccccc2F)C(=O)C1CC12CC3CC(CC(C3)C1)C2
25138261,N=C(c1ccc(C(=O)Nc2ccc3c(c2)CC(CC(=O)O)CC3)cc1)N1CCOCC1
135339421,Cn1nnc2cc(-c3ccc(C(=O)N4C5CCC4CC(N)C5)cc3-c3ccc(C#N)c(F)c3)c(F)c(F)c21
9967081,O=C(CN1CCCCC1)N1CCc2[nH]c(=O)c3ccccc3c2C1
135567028,Nc1nc2[nH]c(CCCCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)s3)cc2c(=O)[nH]1
44214766,O=C(NC1CCN(Cc2ccccc2)C1)c1ccc(-c2cccs2)cc1
11169258,Cn1nnnc1-c1cc(NC(=O)NC2CCCCC2CN2CCCC(Cc3ccc(F)cc3)C2)cc(-c2nnnn2C)c1
72711191,Nc1ncc(-c2ccc(C(=O)N3CCOCC3)cc2)nc1-c1ccc(C(F)(F)F)cc1
22716607,NC(Cn1c(=O)c(-c2ccccc2Cl)c2n(c1=O)C(c1ccccc1F)CS2)c1ccccc1
10138392,CONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)NCc4ccccc4)c(C)c23)c1
162533924,Cn1cnc(Cn2c(=O)nc(Nc3cc4cn(C)nc4cc3Cl)n(Cc3cc(F)c(F)cc3F)c2=O)n1
446276,CN(C)S(=O)(=O)c1ccc2c(c1)C(=Cc1cc3c([nH]1)CCCC3)C(=O)N2
11445304,Nc1noc2ccc(-n3nc(C(F)(F)F)cc3C(=O)Nc3ccc(-c4ccccc4S(N)(=O)=O)cc3F)cc12
483747,Cc1ncnc(C)c1C(=O)N1CCC(C)(N2CCN(C(C)c3ccc(C(F)(F)F)cc3)C(C)C2)CC1
5329907,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCN(C)c3ccccc32)cc1
23646521,COc1cc(C(=O)NS(=O)(=O)c2ccccc2)ccc1Cn1ncc2ccc(NC(=O)OC3CCCC3)cc21
25190619,CC(C)CNCCN1CN(c2ccccc2)C2(CCN(C3CCC(C)(C)c4ccccc43)CC2)C1=O
121335283,C=CCCn1cc(-c2cc(C(=O)N3CCOCC3)cc3c2ncn3C)c2cc[nH]c2c1=O
51039119,CC(=O)NC1CC(NC(C)(C)C)CCC1N1CCC(Nc2ncnc3cc(C(C)(C)C)nn23)C1=O
123941,O=C1Nc2cccnc2N(C2CCC2)c2ncccc21
10413997,CC1(C)C2CCC1(CS(=O)(=O)N1CCC3(CCc4ccccc43)CC1)C(NC(=O)Cc1cnc[nH]1)C2
139533592,CC(C)C(N)C(=O)N1CC=C(c2cccc3c2CCN(C(=O)C2CC(c4cccc(Cl)c4F)=NO2)C3C(=O)Nc2ccc(C(=O)O)cc2)CC1
72194628,Cc1cc(Cl)c(C)n2nc(C=Cc3nc(N4CCCC4)n(C)n3)nc12
86296508,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1-c1cc(N2CCOCC2)cnn1
40633600,O=c1[nH]oc(C2CCNCC2)c1-c1cccc2ccccc12
117978871,O=C(C#Cc1ccc(F)cc1)N1CC2(CCN(C(=O)c3ccc(F)cc3)CC2)C1
25105715,O=C(NCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc2ccccc2c1
50902978,CC(CN1CCC2(CC1)C(=O)NCC2c1ccc(F)cc1)NC(=O)c1cc2ccccc2[nH]1
49822115,FC(F)(F)c1c(CN2CCC(c3ccccc3)CC2)ccn2c(CC3CC3)nnc12
130152,CC1CC(=O)NN=C1c1ccc2c(NCc3ccccc3)ncnc2c1
23673318,Cc1cc2ncn(CC=C3c4ccccc4COc4ccc(C(=O)[O-])cc43)c2cc1C
132088378,N#CCC1(n2cc(C(N)=O)c(NC(=O)C3CC3)n2)CCN(Cc2ccc(-c3ccccc3)c(F)c2)CC1
